precip,wind_max,day,weekday,month,monthday,hi,lo,humiditymod,wind,windir,eff_high,eff_low,spec,wind_low,wind_missile,wind_melee,wind_move,viz_day,viz_twi,viz_moon,viz_dark
Light Rain (<1/2 inch),0,1325,Godsday,Wintermoon,6,85,65,71,0,Indescernable,100,75,Normal,0,-,-,-,400,250,50,25
No Precipitation,15,1326,Moonday,Wintermoon,7,80,60,83,15,Prevailing Direction,90,70,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,15,1327,Twiceday,Wintermoon,8,80,60,84,15,Prevailing Direction,90,70,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
Light Rain (<1/2 inch),25,1328,Thriceday,Wintermoon,9,75,55,80,25,Prevailing Direction,80,60,Normal,12.5,-1/-2/-3/X,-1,0.75,400,250,50,25
No Precipitation,40,1329,Fourday,Wintermoon,10,70,55,80,40,Prevailing Direction,70,55,Normal,20,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,1330,Freeday,Wintermoon,11,70,50,85,45,Prevailing Direction,70,50,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,1331,Godsday,Wintermoon,12,70,50,82,45,Prevailing Direction,70,50,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,1332,Moonday,Wintermoon,13,70,50,83,45,Prevailing Direction,70,50,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
Trace Rain (<1/8 inch),35,1333,Twiceday,Wintermoon,14,70,55,76,35,Prevailing Direction,75,60,Normal,17.5,-2/-4/X/X,-3,2/3,400,250,50,25
Trace Rain (<1/8 inch),45,1334,Thriceday,Wintermoon,15,70,50,85,45,Prevailing Direction,70,50,Normal,22.5,-2/-4/X/X,-3,2/3,400,250,50,25
No Precipitation,45,1335,Fourday,Wintermoon,16,70,50,84,45,Prevailing Direction,70,50,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,1336,Freeday,Wintermoon,17,70,50,84,45,Prevailing Direction,70,50,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,1337,Godsday,Wintermoon,18,70,50,76,45,Prevailing Direction,70,50,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
Trace Rain (<1/8 inch),45,1338,Moonday,Wintermoon,19,65,45,75,45,Prevailing Direction,65,45,Normal,22.5,-2/-4/X/X,-3,2/3,400,250,50,25
Trace Rain (<1/8 inch),45,1339,Twiceday,Wintermoon,20,65,45,79,45,Prevailing Direction,65,45,Normal,22.5,-2/-4/X/X,-3,2/3,400,250,50,25
Light Rain (<1/2 inch),45,1340,Thriceday,Wintermoon,21,65,45,76,45,Prevailing Direction,65,45,Normal,22.5,-2/-4/X/X,-3,2/3,400,250,50,25
No Precipitation,45,1341,Fourday,Wintermoon,22,65,45,74,45,Prevailing Direction,65,45,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
Trace Rain (<1/8 inch),45,1342,Freeday,Wintermoon,23,65,45,81,45,From Arctic,65,45,Normal,22.5,-2/-4/X/X,-3,2/3,400,250,50,25
Light Rain (<1/2 inch),35,1343,Godsday,Wintermoon,24,70,50,85,35,Prevailing Direction,75,50,Normal,17.5,-2/-4/X/X,-3,2/3,400,250,50,25
No Precipitation,20,1344,Moonday,Wintermoon,25,70,55,88,20,Prevailing Direction,75,60,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
Trace Rain (<1/8 inch),10,1345,Twiceday,Wintermoon,26,80,60,80,10,From Tropics,90,70,Normal,5,-,-,-,400,250,50,25
No Precipitation,0,1346,Thriceday,Wintermoon,27,80,65,74,0,Indescernable,90,75,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,1347,Fourday,Wintermoon,28,85,65,72,0,Indescernable,100,75,Normal,0,-,-,-,500,300,50,25
No Precipitation,15,1348,Freeday,Wintermoon,29,80,60,80,15,Prevailing Direction,90,70,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,0,1349,Godsday,Wintermoon,30,80,65,89,0,Indescernable,90,75,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,1350,Moonday,Bloodmoon,1,80,60,74,0,Indescernable,90,70,Normal,0,-,-,-,500,300,50,25
Moderate Rain (<3/4 inch),0,1351,Twiceday,Bloodmoon,2,80,65,77,0,Indescernable,90,75,Normal,0,-,-,-,150,100,25,15
No Precipitation,0,1352,Thriceday,Bloodmoon,3,80,60,84,0,Indescernable,90,70,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,1353,Fourday,Bloodmoon,4,80,60,74,0,Indescernable,90,70,Normal,0,-,-,-,500,300,50,25
Moderate Rain (<3/4 inch),10,1354,Freeday,Bloodmoon,5,75,55,82,10,Prevailing Direction,85,65,Normal,5,-,-,-,150,100,25,15
No Precipitation,0,1355,Godsday,Bloodmoon,6,80,65,80,0,Indescernable,90,75,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,1356,Moonday,Bloodmoon,7,80,60,84,0,Indescernable,90,70,Normal,0,-,-,-,500,300,50,25
Moderate Rain (<3/4 inch),10,1357,Twiceday,Bloodmoon,8,75,55,81,10,Prevailing Direction,85,65,Normal,5,-,-,-,150,100,25,15
Heavy Rain (<1.5 inch),0,1358,Thriceday,Bloodmoon,9,80,60,77,0,Indescernable,90,70,Normal,0,-,-,-,50,30,15,10
No Precipitation,15,1359,Fourday,Bloodmoon,10,70,55,84,15,From Arctic,80,65,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,15,1360,Freeday,Bloodmoon,11,70,55,82,15,Prevailing Direction,80,65,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,15,1361,Godsday,Bloodmoon,12,70,55,77,15,Prevailing Direction,80,65,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,0,1362,Moonday,Bloodmoon,13,75,55,87,0,Indescernable,85,65,Normal,0,-,-,-,500,300,50,25
Heavy Rain (<1.5 inch),10,1363,Twiceday,Bloodmoon,14,70,50,76,10,From Arctic,80,50,Normal,5,-,-,-,50,30,15,10
Moderate Rain (<3/4 inch),20,1364,Thriceday,Bloodmoon,15,65,45,88,20,Prevailing Direction,70,45,Normal,10,0/-1/-2/-3,-,-,150,100,25,15
Moderate Rain (<3/4 inch),30,1365,Fourday,Bloodmoon,16,65,45,72,30,Prevailing Direction,70,45,Normal,15,-1/-2/-3/X,-1,0.75,150,100,25,15
Moderate Rain (<3/4 inch),40,1366,Freeday,Bloodmoon,17,65,45,71,40,From Arctic,65,45,Normal,20,-2/-4/X/X,-3,2/3,150,100,25,15
Moderate Rain (<3/4 inch),30,1367,Godsday,Bloodmoon,18,70,50,77,30,Prevailing Direction,75,50,Normal,15,-1/-2/-3/X,-1,0.75,150,100,25,15
No Precipitation,30,1368,Moonday,Bloodmoon,19,70,50,76,30,Prevailing Direction,75,50,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,30,1369,Twiceday,Bloodmoon,20,70,50,74,30,Prevailing Direction,75,50,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
Heavy Rain (<1.5 inch),20,1370,Thriceday,Bloodmoon,21,70,55,79,20,Prevailing Direction,75,60,Normal,10,0/-1/-2/-3,-,-,50,30,15,10
Moderate Rain (<3/4 inch),10,1371,Fourday,Bloodmoon,22,75,55,88,10,Prevailing Direction,85,65,Normal,5,-,-,-,150,100,25,15
No Precipitation,25,1372,Freeday,Bloodmoon,23,70,50,82,25,From Arctic,75,50,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
Heavy Rain (<1.5 inch),15,1373,Godsday,Bloodmoon,24,70,55,89,15,Prevailing Direction,80,65,Normal,7.5,0/-1/-2/-3,-,-,50,30,15,10
Moderate Rain (<3/4 inch),5,1374,Moonday,Bloodmoon,25,75,55,72,5,Prevailing Direction,85,65,Normal,2.5,-,-,-,150,100,25,15
No Precipitation,5,1375,Twiceday,Bloodmoon,26,75,55,71,5,Prevailing Direction,85,65,Normal,2.5,-,-,-,500,300,50,25
No Precipitation,5,1376,Thriceday,Bloodmoon,27,75,55,74,5,Prevailing Direction,85,65,Normal,2.5,-,-,-,500,300,50,25
Heavy Rain (<1.5 inch),15,1377,Fourday,Bloodmoon,28,70,50,81,15,From Arctic,80,50,Normal,7.5,0/-1/-2/-3,-,-,50,30,15,10
No Precipitation,0,1378,Freeday,Bloodmoon,29,75,55,81,0,Indescernable,85,65,Normal,0,-,-,-,500,300,50,25
Moderate Rain (<3/4 inch),0,1379,Godsday,Bloodmoon,30,80,60,85,0,Indescernable,90,70,Normal,0,-,-,-,150,100,25,15
No Precipitation,0,1380,Moonday,Jola,1,80,60,81,0,Indescernable,90,70,Normal,0,-,-,-,500,300,50,25
Trace Rain (<1/8 inch),10,1381,Twiceday,Jola,2,75,55,71,10,Prevailing Direction,85,65,Normal,5,-,-,-,400,250,50,25
No Precipitation,0,1382,Thriceday,Jola,3,80,60,75,0,Indescernable,90,70,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,1383,Fourday,Jola,4,80,65,76,0,Indescernable,90,75,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,1384,Freeday,Jola,5,80,65,90,0,Indescernable,90,75,Normal,0,-,-,-,500,300,50,25
Light Rain (<1/2 inch),10,1385,Godsday,Jola,6,75,55,79,10,From Arctic,85,65,Normal,5,-,-,-,400,250,50,25
No Precipitation,0,1386,Moonday,Jola,7,80,60,84,0,Indescernable,90,70,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,1387,Twiceday,Jola,8,80,60,71,0,Indescernable,90,70,Normal,0,-,-,-,500,300,50,25
Light Rain (<1/2 inch),10,1388,Thriceday,Jola,9,75,55,87,10,Prevailing Direction,85,65,Normal,5,-,-,-,400,250,50,25
Trace Rain (<1/8 inch),0,1389,Fourday,Jola,10,80,65,82,0,Indescernable,90,75,Normal,0,-,-,-,400,250,50,25
Trace Rain (<1/8 inch),0,1390,Freeday,Jola,11,85,65,88,0,Indescernable,100,75,Normal,0,-,-,-,400,250,50,25
Trace Rain (<1/8 inch),10,1391,Godsday,Jola,12,80,65,90,10,Prevailing Direction,90,75,Normal,5,-,-,-,400,250,50,25
Trace Rain (<1/8 inch),20,1392,Moonday,Jola,13,75,55,77,20,From Arctic,80,60,Normal,10,0/-1/-2/-3,-,-,400,250,50,25
Trace Rain (<1/8 inch),10,1393,Twiceday,Jola,14,80,60,87,10,Prevailing Direction,90,70,Normal,5,-,-,-,400,250,50,25
Trace Rain (<1/8 inch),0,1394,Thriceday,Jola,15,80,65,78,0,Indescernable,90,75,Normal,0,-,-,-,400,250,50,25
No Precipitation,0,1395,Fourday,Jola,16,85,65,75,0,Indescernable,100,75,Normal,0,-,-,-,500,300,50,25
Trace Rain (<1/8 inch),0,1396,Freeday,Jola,17,85,65,90,0,Indescernable,100,75,Normal,0,-,-,-,400,250,50,25
Light Rain (<1/2 inch),10,1397,Godsday,Jola,18,80,65,71,10,Prevailing Direction,90,75,Normal,5,-,-,-,400,250,50,25
Moderate Rain (<3/4 inch),0,1398,Moonday,Jola,19,65,45,81,0,Indescernable,75,45,Coldwave,0,-,-,-,150,100,25,15
Moderate Rain (<3/4 inch),0,1399,Twiceday,Jola,20,65,45,77,0,Indescernable,75,45,Coldwave,0,-,-,-,150,100,25,15
Moderate Rain (<3/4 inch),0,1400,Thriceday,Jola,21,65,45,87,0,Indescernable,75,45,Coldwave,0,-,-,-,150,100,25,15
No Precipitation,0,1401,Fourday,Jola,22,65,45,80,0,Indescernable,75,45,Coldwave,0,-,-,-,500,300,50,25
No Precipitation,0,1402,Freeday,Jola,23,65,45,84,0,Indescernable,75,45,Coldwave,0,-,-,-,500,300,50,25
No Precipitation,0,1403,Godsday,Jola,24,75,55,78,0,Indescernable,85,65,Normal,0,-,-,-,500,300,50,25
Moderate Rain (<3/4 inch),10,1404,Moonday,Jola,25,70,50,80,10,From Arctic,80,50,Normal,5,-,-,-,150,100,25,15
Light Rain (<1/2 inch),20,1405,Twiceday,Jola,26,70,50,78,20,Prevailing Direction,75,50,Normal,10,0/-1/-2/-3,-,-,400,250,50,25
No Precipitation,35,1406,Thriceday,Jola,27,70,50,90,35,Prevailing Direction,75,50,Normal,17.5,-2/-4/X/X,-3,2/3,500,300,50,25
Light Rain (<1/2 inch),25,1407,Fourday,Jola,28,70,55,75,25,Prevailing Direction,75,60,Normal,12.5,-1/-2/-3/X,-1,0.75,400,250,50,25
No Precipitation,25,1408,Freeday,Jola,29,70,55,77,25,Prevailing Direction,75,60,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,25,1409,Godsday,Jola,30,70,55,75,25,Prevailing Direction,75,60,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
Moderate Rain (<3/4 inch),35,1410,Moonday,Aftjola,1,70,50,43,35,From Arctic,70,50,Normal,17.5,-2/-4/X/X,-3,2/3,150,100,25,15
No Precipitation,20,1411,Twiceday,Aftjola,2,75,55,56,20,Prevailing Direction,80,55,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,5,1412,Thriceday,Aftjola,3,80,65,61,5,From Tropics,85,70,Normal,2.5,-,-,-,500,300,50,25
Heavy Rain (<1.5 inch),0,1413,Fourday,Aftjola,4,85,65,59,0,Indescernable,95,70,Normal,0,-,-,-,50,30,15,10
Moderate Rain (<3/4 inch),10,1414,Freeday,Aftjola,5,80,60,58,10,From Arctic,85,65,Normal,5,-,-,-,150,100,25,15
No Precipitation,0,1415,Godsday,Aftjola,6,80,65,53,0,Indescernable,85,70,Normal,0,-,-,-,500,300,50,25
Heavy Rain (<1.5 inch),0,1416,Moonday,Aftjola,7,85,65,63,0,Indescernable,95,70,Normal,0,-,-,-,50,30,15,10
No Precipitation,0,1417,Twiceday,Aftjola,8,85,65,64,0,Indescernable,95,70,Normal,0,-,-,-,500,300,50,25
Heavy Rain (<1.5 inch),0,1418,Thriceday,Aftjola,9,85,70,60,0,Indescernable,95,75,Normal,0,-,-,-,50,30,15,10
No Precipitation,0,1419,Fourday,Aftjola,10,85,65,66,0,Indescernable,95,70,Normal,0,-,-,-,500,300,50,25
Heavy Rain (<1.5 inch),0,1420,Freeday,Aftjola,11,85,70,45,0,Indescernable,95,75,Normal,0,-,-,-,50,30,15,10
Heavy Rain (<1.5 inch),0,1421,Godsday,Aftjola,12,80,60,53,0,Indescernable,85,65,Extreme Precipitation,0,-,-,-,50,30,15,10
Heavy Rain (<1.5 inch),0,1422,Moonday,Aftjola,13,85,70,54,0,Indescernable,95,75,Morning Mist/Fog: 2 hours,0,-,-,-,50,30,15,10
Heavy Rain (<1.5 inch),10,1423,Twiceday,Aftjola,14,85,65,46,10,Prevailing Direction,95,70,Normal,5,-,-,-,50,30,15,10
Heavy Rain (<1.5 inch),20,1424,Thriceday,Aftjola,15,80,65,42,20,Prevailing Direction,85,65,Normal,10,0/-1/-2/-3,-,-,50,30,15,10
No Precipitation,20,1425,Fourday,Aftjola,16,80,65,57,20,Prevailing Direction,85,65,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,20,1426,Freeday,Aftjola,17,80,65,51,20,Prevailing Direction,85,65,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,20,1427,Godsday,Aftjola,18,80,65,46,20,Prevailing Direction,85,65,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,0,1428,Moonday,Aftjola,19,70,55,45,0,Indescernable,75,60,Extreme Precipitation,0,-,-,-,500,300,50,25
Moderate Rain (<3/4 inch),10,1429,Twiceday,Aftjola,20,70,50,65,10,Prevailing Direction,75,50,Normal,5,-,-,-,150,100,25,15
Moderate Rain (<3/4 inch),20,1430,Thriceday,Aftjola,21,70,50,61,20,Prevailing Direction,70,50,Normal,10,0/-1/-2/-3,-,-,150,100,25,15
No Precipitation,20,1431,Fourday,Aftjola,22,70,55,63,20,Prevailing Direction,70,55,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,20,1432,Freeday,Aftjola,23,70,55,47,20,Prevailing Direction,70,55,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,5,1433,Godsday,Aftjola,24,75,55,61,5,Prevailing Direction,80,60,Normal,2.5,-,-,-,500,300,50,25
Heavy Rain (<1.5 inch),0,1434,Moonday,Aftjola,25,80,60,49,0,Indescernable,85,65,Normal,0,-,-,-,50,30,15,10
No Precipitation,15,1435,Twiceday,Aftjola,26,75,55,42,15,Prevailing Direction,80,60,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,30,1436,Thriceday,Aftjola,27,70,55,69,30,Prevailing Direction,70,55,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
Moderate Rain (<3/4 inch),40,1437,Fourday,Aftjola,28,70,50,61,40,From Arctic,70,50,Normal,20,-2/-4/X/X,-3,2/3,150,100,25,15
Moderate Rain (<3/4 inch),30,1438,Freeday,Aftjola,29,70,55,48,30,Prevailing Direction,70,55,Normal,15,-1/-2/-3/X,-1,0.75,150,100,25,15
Heavy Rain (<1.5 inch),40,1439,Godsday,Aftjola,30,70,50,56,40,Prevailing Direction,70,50,Normal,20,-2/-4/X/X,-3,2/3,50,30,15,10
Light Rain (<1/2 inch),45,1440,Moonday,Springmoon,1,70,55,78,45,From Arctic,70,55,Normal,22.5,-2/-4/X/X,-3,2/3,400,250,50,25
No Precipitation,30,1441,Twiceday,Springmoon,2,80,60,72,30,Prevailing Direction,85,65,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,30,1442,Thriceday,Springmoon,3,80,60,87,30,Prevailing Direction,85,65,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
Moderate Rain (<3/4 inch),40,1443,Fourday,Springmoon,4,70,55,81,40,From Arctic,70,55,Normal,20,-2/-4/X/X,-3,2/3,150,100,25,15
Trace Rain (<1/8 inch),45,1444,Freeday,Springmoon,5,70,55,90,45,Prevailing Direction,70,55,Normal,22.5,-2/-4/X/X,-3,2/3,400,250,50,25
No Precipitation,45,1445,Godsday,Springmoon,6,75,55,80,45,Prevailing Direction,80,55,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
Trace Rain (<1/8 inch),35,1446,Moonday,Springmoon,7,80,60,87,35,Prevailing Direction,85,65,Normal,17.5,-2/-4/X/X,-3,2/3,400,250,50,25
No Precipitation,35,1447,Twiceday,Springmoon,8,80,60,86,35,Prevailing Direction,85,65,Normal,17.5,-2/-4/X/X,-3,2/3,500,300,50,25
Trace Rain (<1/8 inch),25,1448,Thriceday,Springmoon,9,80,65,76,25,Prevailing Direction,85,70,Normal,12.5,-1/-2/-3/X,-1,0.75,400,250,50,25
Trace Rain (<1/8 inch),15,1449,Fourday,Springmoon,10,85,65,76,15,Prevailing Direction,100,75,Normal,7.5,0/-1/-2/-3,-,-,400,250,50,25
Trace Rain (<1/8 inch),5,1450,Freeday,Springmoon,11,85,70,82,5,Prevailing Direction,100,80,Normal,2.5,-,-,-,400,250,50,25
No Precipitation,0,1451,Godsday,Springmoon,12,85,70,90,0,Indescernable,100,80,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,1452,Moonday,Springmoon,13,85,70,71,0,Indescernable,100,80,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,1453,Twiceday,Springmoon,14,85,70,85,0,Indescernable,100,80,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,1454,Thriceday,Springmoon,15,85,70,73,0,Indescernable,100,80,Normal,0,-,-,-,500,300,50,25
Moderate Rain (<3/4 inch),0,1455,Fourday,Springmoon,16,70,50,78,0,Indescernable,80,50,Coldwave,0,-,-,-,150,100,25,15
Trace Rain (<1/8 inch),0,1456,Freeday,Springmoon,17,70,50,83,0,Indescernable,80,50,Coldwave,0,-,-,-,400,250,50,25
Light Rain (<1/2 inch),0,1457,Godsday,Springmoon,18,70,50,83,0,Indescernable,80,50,Coldwave,0,-,-,-,400,250,50,25
Trace Rain (<1/8 inch),0,1458,Moonday,Springmoon,19,80,65,85,0,Indescernable,90,75,Normal,0,-,-,-,400,250,50,25
Moderate Rain (<3/4 inch),0,1459,Twiceday,Springmoon,20,85,65,77,0,Indescernable,100,75,Normal,0,-,-,-,150,100,25,15
No Precipitation,0,1460,Thriceday,Springmoon,21,85,70,83,0,Indescernable,100,80,Normal,0,-,-,-,500,300,50,25
Moderate Rain (<3/4 inch),0,1461,Fourday,Springmoon,22,85,70,87,0,Indescernable,100,80,Normal,0,-,-,-,150,100,25,15
Moderate Rain (<3/4 inch),10,1462,Freeday,Springmoon,23,80,65,89,10,From Arctic,90,75,Normal,5,-,-,-,150,100,25,15
Moderate Rain (<3/4 inch),20,1463,Godsday,Springmoon,24,75,55,84,20,From Arctic,80,60,Normal,10,0/-1/-2/-3,-,-,150,100,25,15
No Precipitation,20,1464,Moonday,Springmoon,25,75,55,73,20,Prevailing Direction,80,60,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,20,1465,Twiceday,Springmoon,26,75,55,90,20,Prevailing Direction,80,60,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,5,1466,Thriceday,Springmoon,27,80,60,80,5,Prevailing Direction,90,70,Normal,2.5,-,-,-,500,300,50,25
Light Rain (<1/2 inch),15,1467,Fourday,Springmoon,28,70,55,84,15,From Arctic,80,65,Normal,7.5,0/-1/-2/-3,-,-,400,250,50,25
No Precipitation,15,1468,Freeday,Springmoon,29,75,55,84,15,Prevailing Direction,85,65,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,30,1469,Godsday,Springmoon,30,70,55,87,30,Prevailing Direction,75,60,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,15,1470,Moonday,Eostara,1,80,60,73,15,Prevailing Direction,90,70,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
Heavy Rain (<1.5 inch),25,1471,Twiceday,Eostara,2,70,55,89,25,From Arctic,75,60,Normal,12.5,-1/-2/-3/X,-1,0.75,50,30,15,10
No Precipitation,10,1472,Thriceday,Eostara,3,80,65,85,10,From Tropics,90,75,Normal,5,-,-,-,500,300,50,25
Heavy Rain (<1.5 inch),0,1473,Fourday,Eostara,4,85,65,78,0,Indescernable,100,75,Normal,0,-,-,-,50,30,15,10
No Precipitation,0,1474,Freeday,Eostara,5,85,65,88,0,Indescernable,100,75,Normal,0,-,-,-,500,300,50,25
Moderate Rain (<3/4 inch),0,1475,Godsday,Eostara,6,90,70,80,0,Indescernable,105,80,Normal,0,-,-,-,150,100,25,15
No Precipitation,15,1476,Moonday,Eostara,7,80,65,82,15,From Arctic,90,75,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,0,1477,Twiceday,Eostara,8,85,65,81,0,Indescernable,100,75,Normal,0,-,-,-,500,300,50,25
Moderate Rain (<3/4 inch),0,1478,Thriceday,Eostara,9,90,70,71,0,Indescernable,105,80,Normal,0,-,-,-,150,100,25,15
No Precipitation,0,1479,Fourday,Eostara,10,85,70,79,0,Indescernable,100,80,Normal,0,-,-,-,500,300,50,25
Heavy Rain (<1.5 inch),10,1480,Freeday,Eostara,11,85,65,74,10,Prevailing Direction,100,75,Normal,5,-,-,-,50,30,15,10
Heavy Rain (<1.5 inch),20,1481,Godsday,Eostara,12,80,65,88,20,Prevailing Direction,85,70,Normal,10,0/-1/-2/-3,-,-,50,30,15,10
No Precipitation,35,1482,Moonday,Eostara,13,75,55,77,35,From Arctic,80,60,Normal,17.5,-2/-4/X/X,-3,2/3,500,300,50,25
Heavy Rain (<1.5 inch),25,1483,Twiceday,Eostara,14,80,65,72,25,From Tropics,85,70,Normal,12.5,-1/-2/-3/X,-1,0.75,50,30,15,10
No Precipitation,25,1484,Thriceday,Eostara,15,80,65,83,25,Prevailing Direction,85,70,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
Moderate Rain (<3/4 inch),35,1485,Fourday,Eostara,16,80,60,90,35,Prevailing Direction,85,65,Normal,17.5,-2/-4/X/X,-3,2/3,150,100,25,15
Moderate Rain (<3/4 inch),0,1486,Freeday,Eostara,17,70,55,84,0,Indescernable,80,65,Extreme Precipitation,0,-,-,-,150,100,25,15
No Precipitation,15,1487,Godsday,Eostara,18,70,55,81,15,Prevailing Direction,80,65,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,30,1488,Moonday,Eostara,19,70,55,80,30,Prevailing Direction,75,60,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,30,1489,Twiceday,Eostara,20,75,55,73,30,Prevailing Direction,80,60,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
Heavy Rain (<1.5 inch),0,1490,Thriceday,Eostara,21,85,65,89,0,Indescernable,100,75,Evening Mist/Fog: 5 hours,0,-,-,-,50,30,15,10
No Precipitation,0,1491,Fourday,Eostara,22,90,70,80,0,Indescernable,105,80,Normal,0,-,-,-,500,300,50,25
Heavy Rain (<1.5 inch),0,1492,Freeday,Eostara,23,90,70,89,0,Indescernable,105,80,Normal,0,-,-,-,50,30,15,10
No Precipitation,15,1493,Godsday,Eostara,24,85,65,90,15,Prevailing Direction,100,75,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
Heavy Rain (<1.5 inch),25,1494,Moonday,Eostara,25,80,65,87,25,Prevailing Direction,85,70,Normal,12.5,-1/-2/-3/X,-1,0.75,50,30,15,10
Moderate Rain (<3/4 inch),15,1495,Twiceday,Eostara,26,85,65,84,15,Prevailing Direction,100,75,Normal,7.5,0/-1/-2/-3,-,-,150,100,25,15
No Precipitation,15,1496,Thriceday,Eostara,27,85,65,80,15,Prevailing Direction,100,75,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
Moderate Rain (<3/4 inch),5,1497,Fourday,Eostara,28,85,70,90,5,Prevailing Direction,100,80,Normal,2.5,-,-,-,150,100,25,15
Heavy Rain (<1.5 inch),0,1498,Freeday,Eostara,29,90,70,76,0,Indescernable,105,80,Normal,0,-,-,-,50,30,15,10
No Precipitation,0,1499,Godsday,Eostara,30,85,70,88,0,Indescernable,100,80,Normal,0,-,-,-,500,300,50,25
Light Rain (<1/2 inch),10,1500,Moonday,Pasturemoon,1,85,65,77,10,Prevailing Direction,100,75,Normal,5,-,-,-,400,250,50,25
No Precipitation,0,1501,Twiceday,Pasturemoon,2,85,70,75,0,Indescernable,100,80,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,1502,Thriceday,Pasturemoon,3,90,70,77,0,Indescernable,105,80,Normal,0,-,-,-,500,300,50,25
No Precipitation,15,1503,Fourday,Pasturemoon,4,80,65,76,15,From Arctic,90,75,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
Light Rain (<1/2 inch),5,1504,Freeday,Pasturemoon,5,85,65,72,5,Prevailing Direction,100,75,Normal,2.5,-,-,-,400,250,50,25
Light Rain (<1/2 inch),15,1505,Godsday,Pasturemoon,6,80,65,82,15,Prevailing Direction,90,75,Normal,7.5,0/-1/-2/-3,-,-,400,250,50,25
No Precipitation,15,1506,Moonday,Pasturemoon,7,80,65,77,15,Prevailing Direction,90,75,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,30,1507,Twiceday,Pasturemoon,8,75,55,76,30,From Arctic,80,60,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,15,1508,Thriceday,Pasturemoon,9,80,60,80,15,Prevailing Direction,90,70,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,0,1509,Fourday,Pasturemoon,10,80,65,74,0,Indescernable,90,75,Normal,0,-,-,-,500,300,50,25
